Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2008,1.5
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2009,1.1
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2010,-4.5
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2011,3.6
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2012,4.0
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2013,1.2
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2014,0.7
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2015,5.9
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2016,1.0
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2017,2.0
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2018,0.6
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2019,3.1
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2020,4.3
Private nonfarm,Indiana,All workers,Unit labor costs,% Change from previous year,2021,3.3
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2008,6.2
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2009,1.3
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2010,-1.7
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2011,3.0
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2012,0.3
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2013,3.5
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2014,-1.8
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2015,1.2
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2016,3.5
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2017,3.3
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2018,1.9
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2019,3.5
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2020,2.8
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,2021,1.6
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2008,3.1
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2009,0.5
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2010,-0.3
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2011,0.2
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2012,0.7
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2013,4.5
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2014,-1.8
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2015,2.2
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2016,-3.9
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2017,1.1
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2018,1.3
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2019,3.0
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2020,3.9
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,2021,3.1
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2008,2.3
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2009,1.2
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2010,-2.8
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2011,2.1
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2012,2.3
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2013,-1.4
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2014,3.3
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2015,5.0
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2016,2.2
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2017,2.6
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2018,1.7
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2019,1.4
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2020,5.1
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,2021,4.0
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2008,4.3
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2009,-1.4
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2010,-2.5
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2011,6.8
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2012,6.1
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2013,7.0
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2014,1.5
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2015,2.5
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2016,1.2
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2017,0.3
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2018,3.3
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2019,1.8
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2020,3.3
Private nonfarm,Louisiana,All workers,Unit labor costs,% Change from previous year,2021,5.5
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2008,2.8
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2009,-0.6
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2010,-0.7
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2011,2.0
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2012,3.2
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2013,3.2
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2014,0.1
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2015,6.3
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2016,0.9
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2017,0.9
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2018,1.0
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2019,2.2
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2020,3.2
Private nonfarm,Maine,All workers,Unit labor costs,% Change from previous year,2021,4.6
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2008,0.6
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2009,-0.2
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2010,-3.5
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2011,2.5
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2012,2.3
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2013,0.3
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2014,1.0
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2015,0.6
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2016,-1.1
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2017,2.7
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2018,3.5
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2019,2.2
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2020,6.7
Private nonfarm,Maryland,All workers,Unit labor costs,% Change from previous year,2021,4.7
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2008,1.8
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2009,-3.9
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2010,-1.0
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2011,3.7
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2012,1.0
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2013,0.5
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2014,3.4
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2015,0.4
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2016,1.2
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2017,3.6
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2018,1.4
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2019,2.1
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2020,3.2
Private nonfarm,Massachusetts,All workers,Unit labor costs,% Change from previous year,2021,2.3
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2008,5.0
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2009,1.7
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2010,-5.6
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2011,2.2
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2012,0.7
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2013,0.6
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2014,2.1
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2015,4.1
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2016,1.7
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2017,3.0
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2018,1.8
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2019,2.5
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2020,3.2
Private nonfarm,Michigan,All workers,Unit labor costs,% Change from previous year,2021,1.7
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2008,3.1
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2009,-2.4
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2010,-0.6
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2011,2.1
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2012,1.4
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2013,-0.5
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2014,1.5
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2015,3.9
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2016,0.4
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2017,3.4
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2018,0.8
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2019,3.8
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2020,5.6
Private nonfarm,Minnesota,All workers,Unit labor costs,% Change from previous year,2021,0.7
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2008,0.7
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2009,2.0
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2010,-1.0
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2011,-0.3
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2012,3.1
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2013,3.2
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2014,2.1
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2015,2.6
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2016,0.0
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2017,3.8
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2018,4.3
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2019,1.7
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2020,4.3
Private nonfarm,Mississippi,All workers,Unit labor costs,% Change from previous year,2021,2.2
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2008,0.2
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2009,-3.1
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2010,-1.5
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2011,2.5
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2012,2.5
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2013,2.4
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2014,2.6
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2015,4.1
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2016,1.7
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2017,2.9
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2018,3.6
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2019,3.1
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2020,3.9
Private nonfarm,Missouri,All workers,Unit labor costs,% Change from previous year,2021,2.6
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2008,5.1
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2009,-1.5
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2010,0.5
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2011,2.3
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2012,4.0
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2013,-0.1
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2014,1.9
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2015,1.1
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2016,5.0
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2017,-1.3
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2018,4.3
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2019,3.7
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2020,7.9
Private nonfarm,Montana,All workers,Unit labor costs,% Change from previous year,2021,4.9
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2008,4.4
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2009,-2.2
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2010,-3.8
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2011,-1.6
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2012,3.8
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2013,2.5
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2014,-0.8
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2015,0.9
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2016,1.5
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2017,1.9
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2018,3.4
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2019,2.0
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2020,3.5
Private nonfarm,Nebraska,All workers,Unit labor costs,% Change from previous year,2021,4.5
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2008,4.9
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2009,-1.5
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2010,-4.2
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2011,-0.2
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2012,4.6
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2013,1.5
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2014,6.2
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2015,2.7
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2016,2.6
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2017,1.1
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2018,2.9
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2019,2.3
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2020,4.4
Private nonfarm,Nevada,All workers,Unit labor costs,% Change from previous year,2021,6.5
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2008,3.7
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2009,-2.1
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2010,-1.5
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2011,3.0
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2012,0.7
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2013,1.5
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2014,2.0
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2015,0.8
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2016,-0.2
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2017,3.1
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2018,2.2
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2019,0.8
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2020,5.2
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,2021,6.1
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2008,0.6
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2009,1.1
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2010,-1.4
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2011,3.7
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2012,1.9
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2013,-1.0
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2014,4.0
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2015,2.2
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2016,0.4
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2017,2.2
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2018,0.6
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2019,1.7
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2020,5.8
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,2021,3.7
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2008,4.4
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2009,-6.1
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2010,0.5
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2011,3.8
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2012,2.0
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2013,2.7
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2014,-1.8
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2015,0.9
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2016,2.0
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2017,4.1
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2018,2.3
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2019,-1.6
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2020,1.7
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,2021,3.8
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2008,5.2
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2009,-11.6
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2010,-0.3
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2011,3.3
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2012,-1.7
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2013,2.9
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2014,3.3
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2015,3.0
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2016,-0.9
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2017,4.2
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2018,1.2
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2019,1.5
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2020,3.9
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,2021,2.1
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2008,-2.0
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2009,0.2
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2010,0.4
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2011,1.9
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2012,4.8
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2013,-0.5
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2014,3.0
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2015,2.8
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2016,1.8
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2017,1.4
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2018,4.1
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2019,3.7
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2020,6.0
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,2021,4.0
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2008,2.3
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2009,-1.4
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2010,-1.1
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2011,0.4
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2012,-3.3
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2013,1.3
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2014,-0.3
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2015,0.7
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2016,1.2
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2017,0.1
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2018,1.6
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2019,1.3
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2020,0.2
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,2021,2.9
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2008,2.9
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2009,0.0
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2010,-1.7
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2011,1.1
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2012,3.4
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2013,0.7
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2014,-0.3
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2015,2.4
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2016,0.2
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2017,2.8
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2018,2.0
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2019,1.7
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2020,4.2
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,2021,2.2
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2008,1.5
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2009,-1.1
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2010,3.2
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2011,1.1
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2012,2.1
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2013,1.8
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2014,-2.0
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2015,-3.8
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2016,0.8
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2017,2.5
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2018,4.7
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2019,-0.1
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2020,6.3
