,Area,Measure,Units,Year,Value
16384,Washington,Labor productivity,% Change from previous year,2011,0.2
16385,Washington,Labor productivity,% Change from previous year,2012,1.4
16386,Washington,Labor productivity,% Change from previous year,2013,3.3
16387,Washington,Labor productivity,% Change from previous year,2014,1.7
16388,Washington,Labor productivity,% Change from previous year,2015,1.1
16389,Washington,Labor productivity,% Change from previous year,2016,0.0
16390,Washington,Labor productivity,% Change from previous year,2017,2.0
16391,Washington,Labor productivity,% Change from previous year,2018,6.1
16392,Washington,Labor productivity,% Change from previous year,2019,2.5
16393,Washington,Labor productivity,% Change from previous year,2020,4.0
16394,Washington,Labor productivity,% Change from previous year,2021,6.4
16395,West Virginia,Labor productivity,% Change from previous year,2007,N.A.
16396,West Virginia,Labor productivity,% Change from previous year,2008,1.7
16397,West Virginia,Labor productivity,% Change from previous year,2009,4.8
16398,West Virginia,Labor productivity,% Change from previous year,2010,1.4
16399,West Virginia,Labor productivity,% Change from previous year,2011,1.3
16400,West Virginia,Labor productivity,% Change from previous year,2012,-1.8
16401,West Virginia,Labor productivity,% Change from previous year,2013,-0.2
16402,West Virginia,Labor productivity,% Change from previous year,2014,1.4
16403,West Virginia,Labor productivity,% Change from previous year,2015,0.4
16404,West Virginia,Labor productivity,% Change from previous year,2016,1.1
16405,West Virginia,Labor productivity,% Change from previous year,2017,3.1
16406,West Virginia,Labor productivity,% Change from previous year,2018,1.3
16407,West Virginia,Labor productivity,% Change from previous year,2019,0.3
16408,West Virginia,Labor productivity,% Change from previous year,2020,3.3
16409,West Virginia,Labor productivity,% Change from previous year,2021,0.1
16410,Wisconsin,Labor productivity,% Change from previous year,2007,N.A.
16411,Wisconsin,Labor productivity,% Change from previous year,2008,-2.1
16412,Wisconsin,Labor productivity,% Change from previous year,2009,3.2
16413,Wisconsin,Labor productivity,% Change from previous year,2010,3.1
16414,Wisconsin,Labor productivity,% Change from previous year,2011,0.6
16415,Wisconsin,Labor productivity,% Change from previous year,2012,0.7
16416,Wisconsin,Labor productivity,% Change from previous year,2013,-1.1
16417,Wisconsin,Labor productivity,% Change from previous year,2014,0.9
16418,Wisconsin,Labor productivity,% Change from previous year,2015,1.5
16419,Wisconsin,Labor productivity,% Change from previous year,2016,-0.4
16420,Wisconsin,Labor productivity,% Change from previous year,2017,-2.0
16421,Wisconsin,Labor productivity,% Change from previous year,2018,3.2
16422,Wisconsin,Labor productivity,% Change from previous year,2019,3.0
16423,Wisconsin,Labor productivity,% Change from previous year,2020,1.0
16424,Wisconsin,Labor productivity,% Change from previous year,2021,0.2
16425,Wyoming,Labor productivity,% Change from previous year,2007,N.A.
16426,Wyoming,Labor productivity,% Change from previous year,2008,0.8
16427,Wyoming,Labor productivity,% Change from previous year,2009,5.1
16428,Wyoming,Labor productivity,% Change from previous year,2010,-4.4
16429,Wyoming,Labor productivity,% Change from previous year,2011,-2.4
16430,Wyoming,Labor productivity,% Change from previous year,2012,-4.7
16431,Wyoming,Labor productivity,% Change from previous year,2013,-0.7
16432,Wyoming,Labor productivity,% Change from previous year,2014,-1.7
16433,Wyoming,Labor productivity,% Change from previous year,2015,7.6
16434,Wyoming,Labor productivity,% Change from previous year,2016,2.2
16435,Wyoming,Labor productivity,% Change from previous year,2017,-3.8
16436,Wyoming,Labor productivity,% Change from previous year,2018,-1.2
16437,Wyoming,Labor productivity,% Change from previous year,2019,-0.4
16438,Wyoming,Labor productivity,% Change from previous year,2020,0.8
16439,Wyoming,Labor productivity,% Change from previous year,2021,-2.9
16440,Midwest,Labor productivity,% Change from previous year,2007,N.A.
16441,Midwest,Labor productivity,% Change from previous year,2008,0.1
16442,Midwest,Labor productivity,% Change from previous year,2009,2.0
16443,Midwest,Labor productivity,% Change from previous year,2010,3.2
16444,Midwest,Labor productivity,% Change from previous year,2011,0.2
16445,Midwest,Labor productivity,% Change from previous year,2012,0.5
16446,Midwest,Labor productivity,% Change from previous year,2013,-0.2
16447,Midwest,Labor productivity,% Change from previous year,2014,1.9
16448,Midwest,Labor productivity,% Change from previous year,2015,-0.1
16449,Midwest,Labor productivity,% Change from previous year,2016,0.6
16450,Midwest,Labor productivity,% Change from previous year,2017,0.1
16451,Midwest,Labor productivity,% Change from previous year,2018,1.7
16452,Midwest,Labor productivity,% Change from previous year,2019,1.1
16453,Midwest,Labor productivity,% Change from previous year,2020,2.1
16454,Midwest,Labor productivity,% Change from previous year,2021,2.2
16455,Northeast,Labor productivity,% Change from previous year,2007,N.A.
16456,Northeast,Labor productivity,% Change from previous year,2008,-0.3
16457,Northeast,Labor productivity,% Change from previous year,2009,4.5
16458,Northeast,Labor productivity,% Change from previous year,2010,3.2
16459,Northeast,Labor productivity,% Change from previous year,2011,-1.0
16460,Northeast,Labor productivity,% Change from previous year,2012,2.3
16461,Northeast,Labor productivity,% Change from previous year,2013,-0.5
16462,Northeast,Labor productivity,% Change from previous year,2014,0.2
16463,Northeast,Labor productivity,% Change from previous year,2015,0.4
16464,Northeast,Labor productivity,% Change from previous year,2016,0.9
16465,Northeast,Labor productivity,% Change from previous year,2017,0.6
16466,Northeast,Labor productivity,% Change from previous year,2018,1.0
16467,Northeast,Labor productivity,% Change from previous year,2019,2.3
16468,Northeast,Labor productivity,% Change from previous year,2020,4.5
16469,Northeast,Labor productivity,% Change from previous year,2021,1.8
16470,South,Labor productivity,% Change from previous year,2007,N.A.
16471,South,Labor productivity,% Change from previous year,2008,0.9
16472,South,Labor productivity,% Change from previous year,2009,3.7
16473,South,Labor productivity,% Change from previous year,2010,2.4
16474,South,Labor productivity,% Change from previous year,2011,0.3
16475,South,Labor productivity,% Change from previous year,2012,0.4
16476,South,Labor productivity,% Change from previous year,2013,0.6
16477,South,Labor productivity,% Change from previous year,2014,0.1
16478,South,Labor productivity,% Change from previous year,2015,1.8
16479,South,Labor productivity,% Change from previous year,2016,0.4
16480,South,Labor productivity,% Change from previous year,2017,0.7
16481,South,Labor productivity,% Change from previous year,2018,0.3
16482,South,Labor productivity,% Change from previous year,2019,1.9
16483,South,Labor productivity,% Change from previous year,2020,1.7
16484,South,Labor productivity,% Change from previous year,2021,1.0
16485,West,Labor productivity,% Change from previous year,2007,N.A.
16486,West,Labor productivity,% Change from previous year,2008,2.7
16487,West,Labor productivity,% Change from previous year,2009,3.6
16488,West,Labor productivity,% Change from previous year,2010,3.0
16489,West,Labor productivity,% Change from previous year,2011,0.4
16490,West,Labor productivity,% Change from previous year,2012,0.7
16491,West,Labor productivity,% Change from previous year,2013,0.4
16492,West,Labor productivity,% Change from previous year,2014,1.0
16493,West,Labor productivity,% Change from previous year,2015,1.8
16494,West,Labor productivity,% Change from previous year,2016,0.7
16495,West,Labor productivity,% Change from previous year,2017,2.4
16496,West,Labor productivity,% Change from previous year,2018,2.1
16497,West,Labor productivity,% Change from previous year,2019,3.4
16498,West,Labor productivity,% Change from previous year,2020,4.4
16499,West,Labor productivity,% Change from previous year,2021,3.6
16500,Alabama,Output per worker,Index (2012=100),2007,91.417
16501,Alabama,Output per worker,Index (2012=100),2008,92.996
16502,Alabama,Output per worker,Index (2012=100),2009,93.621
16503,Alabama,Output per worker,Index (2012=100),2010,97.088
16504,Alabama,Output per worker,Index (2012=100),2011,99.537
16505,Alabama,Output per worker,Index (2012=100),2012,100.000
16506,Alabama,Output per worker,Index (2012=100),2013,99.883
16507,Alabama,Output per worker,Index (2012=100),2014,98.617
16508,Alabama,Output per worker,Index (2012=100),2015,97.956
16509,Alabama,Output per worker,Index (2012=100),2016,98.047
16510,Alabama,Output per worker,Index (2012=100),2017,98.700
16511,Alabama,Output per worker,Index (2012=100),2018,99.362
16512,Alabama,Output per worker,Index (2012=100),2019,99.467
16513,Alabama,Output per worker,Index (2012=100),2020,99.957
16514,Alabama,Output per worker,Index (2012=100),2021,101.735
16515,Alaska,Output per worker,Index (2012=100),2007,90.576
16516,Alaska,Output per worker,Index (2012=100),2008,89.591
16517,Alaska,Output per worker,Index (2012=100),2009,102.913
16518,Alaska,Output per worker,Index (2012=100),2010,96.901
16519,Alaska,Output per worker,Index (2012=100),2011,94.559
16520,Alaska,Output per worker,Index (2012=100),2012,100.000
16521,Alaska,Output per worker,Index (2012=100),2013,92.604
16522,Alaska,Output per worker,Index (2012=100),2014,90.157
16523,Alaska,Output per worker,Index (2012=100),2015,93.023
16524,Alaska,Output per worker,Index (2012=100),2016,92.652
16525,Alaska,Output per worker,Index (2012=100),2017,94.148
16526,Alaska,Output per worker,Index (2012=100),2018,90.986
16527,Alaska,Output per worker,Index (2012=100),2019,90.036
16528,Alaska,Output per worker,Index (2012=100),2020,91.679
16529,Alaska,Output per worker,Index (2012=100),2021,88.788
16530,Arizona,Output per worker,Index (2012=100),2007,95.599
16531,Arizona,Output per worker,Index (2012=100),2008,95.332
16532,Arizona,Output per worker,Index (2012=100),2009,93.119
16533,Arizona,Output per worker,Index (2012=100),2010,96.193
16534,Arizona,Output per worker,Index (2012=100),2011,99.081
16535,Arizona,Output per worker,Index (2012=100),2012,100.000
16536,Arizona,Output per worker,Index (2012=100),2013,97.204
16537,Arizona,Output per worker,Index (2012=100),2014,97.901
16538,Arizona,Output per worker,Index (2012=100),2015,97.723
16539,Arizona,Output per worker,Index (2012=100),2016,97.743
16540,Arizona,Output per worker,Index (2012=100),2017,99.998
16541,Arizona,Output per worker,Index (2012=100),2018,101.116
16542,Arizona,Output per worker,Index (2012=100),2019,101.902
16543,Arizona,Output per worker,Index (2012=100),2020,103.025
16544,Arizona,Output per worker,Index (2012=100),2021,105.730
16545,Arkansas,Output per worker,Index (2012=100),2007,93.978
16546,Arkansas,Output per worker,Index (2012=100),2008,93.610
16547,Arkansas,Output per worker,Index (2012=100),2009,94.925
16548,Arkansas,Output per worker,Index (2012=100),2010,99.136
16549,Arkansas,Output per worker,Index (2012=100),2011,99.682
16550,Arkansas,Output per worker,Index (2012=100),2012,100.000
16551,Arkansas,Output per worker,Index (2012=100),2013,102.155
16552,Arkansas,Output per worker,Index (2012=100),2014,103.247
16553,Arkansas,Output per worker,Index (2012=100),2015,100.947
16554,Arkansas,Output per worker,Index (2012=100),2016,99.775
16555,Arkansas,Output per worker,Index (2012=100),2017,99.514
16556,Arkansas,Output per worker,Index (2012=100),2018,100.552
16557,Arkansas,Output per worker,Index (2012=100),2019,100.924
16558,Arkansas,Output per worker,Index (2012=100),2020,101.792
16559,Arkansas,Output per worker,Index (2012=100),2021,102.833
16560,California,Output per worker,Index (2012=100),2007,90.457
16561,California,Output per worker,Index (2012=100),2008,92.783
16562,California,Output per worker,Index (2012=100),2009,95.188
16563,California,Output per worker,Index (2012=100),2010,98.467
16564,California,Output per worker,Index (2012=100),2011,99.195
16565,California,Output per worker,Index (2012=100),2012,100.000
16566,California,Output per worker,Index (2012=100),2013,100.626
16567,California,Output per worker,Index (2012=100),2014,101.544
16568,California,Output per worker,Index (2012=100),2015,104.404
16569,California,Output per worker,Index (2012=100),2016,104.717
16570,California,Output per worker,Index (2012=100),2017,108.420
16571,California,Output per worker,Index (2012=100),2018,111.093
16572,California,Output per worker,Index (2012=100),2019,115.129
16573,California,Output per worker,Index (2012=100),2020,122.335
16574,California,Output per worker,Index (2012=100),2021,127.879
16575,Colorado,Output per worker,Index (2012=100),2007,93.578
16576,Colorado,Output per worker,Index (2012=100),2008,94.138
16577,Colorado,Output per worker,Index (2012=100),2009,97.078
16578,Colorado,Output per worker,Index (2012=100),2010,99.402
16579,Colorado,Output per worker,Index (2012=100),2011,99.166
16580,Colorado,Output per worker,Index (2012=100),2012,100.000
16581,Colorado,Output per worker,Index (2012=100),2013,101.330
16582,Colorado,Output per worker,Index (2012=100),2014,103.482
16583,Colorado,Output per worker,Index (2012=100),2015,105.162
16584,Colorado,Output per worker,Index (2012=100),2016,104.780
16585,Colorado,Output per worker,Index (2012=100),2017,105.990
16586,Colorado,Output per worker,Index (2012=100),2018,107.021
16587,Colorado,Output per worker,Index (2012=100),2019,110.143
16588,Colorado,Output per worker,Index (2012=100),2020,111.667
16589,Colorado,Output per worker,Index (2012=100),2021,113.372
16590,Connecticut,Output per worker,Index (2012=100),2007,105.059
16591,Connecticut,Output per worker,Index (2012=100),2008,104.776
16592,Connecticut,Output per worker,Index (2012=100),2009,102.724
16593,Connecticut,Output per worker,Index (2012=100),2010,103.619
16594,Connecticut,Output per worker,Index (2012=100),2011,99.922
16595,Connecticut,Output per worker,Index (2012=100),2012,100.000
16596,Connecticut,Output per worker,Index (2012=100),2013,97.859
16597,Connecticut,Output per worker,Index (2012=100),2014,96.446
16598,Connecticut,Output per worker,Index (2012=100),2015,99.079
16599,Connecticut,Output per worker,Index (2012=100),2016,97.760
16600,Connecticut,Output per worker,Index (2012=100),2017,101.803
16601,Connecticut,Output per worker,Index (2012=100),2018,102.015
16602,Connecticut,Output per worker,Index (2012=100),2019,103.457
16603,Connecticut,Output per worker,Index (2012=100),2020,102.922
16604,Connecticut,Output per worker,Index (2012=100),2021,104.520
16605,Delaware,Output per worker,Index (2012=100),2007,92.122
16606,Delaware,Output per worker,Index (2012=100),2008,88.458
16607,Delaware,Output per worker,Index (2012=100),2009,98.996
16608,Delaware,Output per worker,Index (2012=100),2010,99.113
16609,Delaware,Output per worker,Index (2012=100),2011,102.380
16610,Delaware,Output per worker,Index (2012=100),2012,100.000
16611,Delaware,Output per worker,Index (2012=100),2013,93.933
16612,Delaware,Output per worker,Index (2012=100),2014,101.406
16613,Delaware,Output per worker,Index (2012=100),2015,103.102
16614,Delaware,Output per worker,Index (2012=100),2016,94.489
16615,Delaware,Output per worker,Index (2012=100),2017,89.862
16616,Delaware,Output per worker,Index (2012=100),2018,89.396
16617,Delaware,Output per worker,Index (2012=100),2019,92.932
16618,Delaware,Output per worker,Index (2012=100),2020,95.975
16619,Delaware,Output per worker,Index (2012=100),2021,96.954
16620,District of Columbia,Output per worker,Index (2012=100),2007,98.044
16621,District of Columbia,Output per worker,Index (2012=100),2008,101.076
16622,District of Columbia,Output per worker,Index (2012=100),2009,99.127
16623,District of Columbia,Output per worker,Index (2012=100),2010,101.071
16624,District of Columbia,Output per worker,Index (2012=100),2011,100.795
16625,District of Columbia,Output per worker,Index (2012=100),2012,100.000
16626,District of Columbia,Output per worker,Index (2012=100),2013,97.860
16627,District of Columbia,Output per worker,Index (2012=100),2014,98.662
16628,District of Columbia,Output per worker,Index (2012=100),2015,99.397
16629,District of Columbia,Output per worker,Index (2012=100),2016,99.202
16630,District of Columbia,Output per worker,Index (2012=100),2017,99.357
16631,District of Columbia,Output per worker,Index (2012=100),2018,100.330
16632,District of Columbia,Output per worker,Index (2012=100),2019,101.040
16633,District of Columbia,Output per worker,Index (2012=100),2020,107.941
16634,District of Columbia,Output per worker,Index (2012=100),2021,112.684
16635,Florida,Output per worker,Index (2012=100),2007,98.789
16636,Florida,Output per worker,Index (2012=100),2008,98.881
16637,Florida,Output per worker,Index (2012=100),2009,98.891
16638,Florida,Output per worker,Index (2012=100),2010,101.953
16639,Florida,Output per worker,Index (2012=100),2011,101.250
16640,Florida,Output per worker,Index (2012=100),2012,100.000
16641,Florida,Output per worker,Index (2012=100),2013,99.116
16642,Florida,Output per worker,Index (2012=100),2014,99.074
16643,Florida,Output per worker,Index (2012=100),2015,100.449
16644,Florida,Output per worker,Index (2012=100),2016,100.529
16645,Florida,Output per worker,Index (2012=100),2017,102.992
16646,Florida,Output per worker,Index (2012=100),2018,103.603
16647,Florida,Output per worker,Index (2012=100),2019,105.138
16648,Florida,Output per worker,Index (2012=100),2020,107.266
16649,Florida,Output per worker,Index (2012=100),2021,108.390
16650,Georgia,Output per worker,Index (2012=100),2007,95.772
16651,Georgia,Output per worker,Index (2012=100),2008,94.412
16652,Georgia,Output per worker,Index (2012=100),2009,95.692
16653,Georgia,Output per worker,Index (2012=100),2010,99.174
16654,Georgia,Output per worker,Index (2012=100),2011,100.062
16655,Georgia,Output per worker,Index (2012=100),2012,100.000
16656,Georgia,Output per worker,Index (2012=100),2013,101.404
16657,Georgia,Output per worker,Index (2012=100),2014,101.709
16658,Georgia,Output per worker,Index (2012=100),2015,103.527
16659,Georgia,Output per worker,Index (2012=100),2016,104.272
16660,Georgia,Output per worker,Index (2012=100),2017,105.372
16661,Georgia,Output per worker,Index (2012=100),2018,107.572
16662,Georgia,Output per worker,Index (2012=100),2019,109.842
16663,Georgia,Output per worker,Index (2012=100),2020,110.576
16664,Georgia,Output per worker,Index (2012=100),2021,111.051
16665,Hawaii,Output per worker,Index (2012=100),2007,94.131
16666,Hawaii,Output per worker,Index (2012=100),2008,94.296
16667,Hawaii,Output per worker,Index (2012=100),2009,95.094
16668,Hawaii,Output per worker,Index (2012=100),2010,99.171
16669,Hawaii,Output per worker,Index (2012=100),2011,100.939
16670,Hawaii,Output per worker,Index (2012=100),2012,100.000
16671,Hawaii,Output per worker,Index (2012=100),2013,100.929
16672,Hawaii,Output per worker,Index (2012=100),2014,99.136
16673,Hawaii,Output per worker,Index (2012=100),2015,101.593
16674,Hawaii,Output per worker,Index (2012=100),2016,102.175
16675,Hawaii,Output per worker,Index (2012=100),2017,105.547
16676,Hawaii,Output per worker,Index (2012=100),2018,107.385
16677,Hawaii,Output per worker,Index (2012=100),2019,106.925
16678,Hawaii,Output per worker,Index (2012=100),2020,109.175
16679,Hawaii,Output per worker,Index (2012=100),2021,109.921
16680,Idaho,Output per worker,Index (2012=100),2007,91.658
16681,Idaho,Output per worker,Index (2012=100),2008,97.513
16682,Idaho,Output per worker,Index (2012=100),2009,99.524
16683,Idaho,Output per worker,Index (2012=100),2010,102.087
16684,Idaho,Output per worker,Index (2012=100),2011,100.962
16685,Idaho,Output per worker,Index (2012=100),2012,100.000
16686,Idaho,Output per worker,Index (2012=100),2013,102.203
16687,Idaho,Output per worker,Index (2012=100),2014,103.317
16688,Idaho,Output per worker,Index (2012=100),2015,100.529
16689,Idaho,Output per worker,Index (2012=100),2016,101.434
16690,Idaho,Output per worker,Index (2012=100),2017,101.805
16691,Idaho,Output per worker,Index (2012=100),2018,105.327
16692,Idaho,Output per worker,Index (2012=100),2019,106.393
16693,Idaho,Output per worker,Index (2012=100),2020,104.002
16694,Idaho,Output per worker,Index (2012=100),2021,106.556
16695,Illinois,Output per worker,Index (2012=100),2007,93.172
16696,Illinois,Output per worker,Index (2012=100),2008,93.019
16697,Illinois,Output per worker,Index (2012=100),2009,95.077
16698,Illinois,Output per worker,Index (2012=100),2010,97.270
16699,Illinois,Output per worker,Index (2012=100),2011,98.500
16700,Illinois,Output per worker,Index (2012=100),2012,100.000
16701,Illinois,Output per worker,Index (2012=100),2013,98.360
16702,Illinois,Output per worker,Index (2012=100),2014,99.914
16703,Illinois,Output per worker,Index (2012=100),2015,100.354
16704,Illinois,Output per worker,Index (2012=100),2016,99.404
16705,Illinois,Output per worker,Index (2012=100),2017,99.632
16706,Illinois,Output per worker,Index (2012=100),2018,101.352
16707,Illinois,Output per worker,Index (2012=100),2019,102.128
16708,Illinois,Output per worker,Index (2012=100),2020,103.830
16709,Illinois,Output per worker,Index (2012=100),2021,107.023
16710,Indiana,Output per worker,Index (2012=100),2007,95.700
16711,Indiana,Output per worker,Index (2012=100),2008,96.769
16712,Indiana,Output per worker,Index (2012=100),2009,93.938
16713,Indiana,Output per worker,Index (2012=100),2010,101.602
16714,Indiana,Output per worker,Index (2012=100),2011,100.030
16715,Indiana,Output per worker,Index (2012=100),2012,100.000
16716,Indiana,Output per worker,Index (2012=100),2013,99.106
16717,Indiana,Output per worker,Index (2012=100),2014,101.217
16718,Indiana,Output per worker,Index (2012=100),2015,97.959
16719,Indiana,Output per worker,Index (2012=100),2016,98.862
16720,Indiana,Output per worker,Index (2012=100),2017,99.735
16721,Indiana,Output per worker,Index (2012=100),2018,102.356
16722,Indiana,Output per worker,Index (2012=100),2019,101.891
16723,Indiana,Output per worker,Index (2012=100),2020,103.895
16724,Indiana,Output per worker,Index (2012=100),2021,106.735
16725,Iowa,Output per worker,Index (2012=100),2007,97.033
16726,Iowa,Output per worker,Index (2012=100),2008,94.477
16727,Iowa,Output per worker,Index (2012=100),2009,93.122
16728,Iowa,Output per worker,Index (2012=100),2010,96.544
16729,Iowa,Output per worker,Index (2012=100),2011,96.076
16730,Iowa,Output per worker,Index (2012=100),2012,100.000
16731,Iowa,Output per worker,Index (2012=100),2013,97.236
16732,Iowa,Output per worker,Index (2012=100),2014,103.640
16733,Iowa,Output per worker,Index (2012=100),2015,105.036
16734,Iowa,Output per worker,Index (2012=100),2016,103.725
16735,Iowa,Output per worker,Index (2012=100),2017,103.942
16736,Iowa,Output per worker,Index (2012=100),2018,105.482
16737,Iowa,Output per worker,Index (2012=100),2019,104.546
16738,Iowa,Output per worker,Index (2012=100),2020,108.439
16739,Iowa,Output per worker,Index (2012=100),2021,111.585
16740,Kansas,Output per worker,Index (2012=100),2007,94.046
16741,Kansas,Output per worker,Index (2012=100),2008,94.742
16742,Kansas,Output per worker,Index (2012=100),2009,93.222
16743,Kansas,Output per worker,Index (2012=100),2010,96.492
16744,Kansas,Output per worker,Index (2012=100),2011,98.150
16745,Kansas,Output per worker,Index (2012=100),2012,100.000
16746,Kansas,Output per worker,Index (2012=100),2013,97.645
16747,Kansas,Output per worker,Index (2012=100),2014,102.285
16748,Kansas,Output per worker,Index (2012=100),2015,103.549
16749,Kansas,Output per worker,Index (2012=100),2016,107.820
16750,Kansas,Output per worker,Index (2012=100),2017,109.108
16751,Kansas,Output per worker,Index (2012=100),2018,111.851
16752,Kansas,Output per worker,Index (2012=100),2019,112.079
16753,Kansas,Output per worker,Index (2012=100),2020,115.323
16754,Kansas,Output per worker,Index (2012=100),2021,117.242
16755,Kentucky,Output per worker,Index (2012=100),2007,92.818
16756,Kentucky,Output per worker,Index (2012=100),2008,93.099
16757,Kentucky,Output per worker,Index (2012=100),2009,93.614
16758,Kentucky,Output per worker,Index (2012=100),2010,98.143
16759,Kentucky,Output per worker,Index (2012=100),2011,98.717
16760,Kentucky,Output per worker,Index (2012=100),2012,100.000
16761,Kentucky,Output per worker,Index (2012=100),2013,100.852
16762,Kentucky,Output per worker,Index (2012=100),2014,99.935
16763,Kentucky,Output per worker,Index (2012=100),2015,98.893
16764,Kentucky,Output per worker,Index (2012=100),2016,98.305
16765,Kentucky,Output per worker,Index (2012=100),2017,98.793
16766,Kentucky,Output per worker,Index (2012=100),2018,99.531
16767,Kentucky,Output per worker,Index (2012=100),2019,102.085
16768,Kentucky,Output per worker,Index (2012=100),2020,103.388
16769,Kentucky,Output per worker,Index (2012=100),2021,105.018
16770,Louisiana,Output per worker,Index (2012=100),2007,101.043
16771,Louisiana,Output per worker,Index (2012=100),2008,102.061
16772,Louisiana,Output per worker,Index (2012=100),2009,103.569
16773,Louisiana,Output per worker,Index (2012=100),2010,109.083
16774,Louisiana,Output per worker,Index (2012=100),2011,102.184
16775,Louisiana,Output per worker,Index (2012=100),2012,100.000
16776,Louisiana,Output per worker,Index (2012=100),2013,94.494
16777,Louisiana,Output per worker,Index (2012=100),2014,96.623
16778,Louisiana,Output per worker,Index (2012=100),2015,95.578
16779,Louisiana,Output per worker,Index (2012=100),2016,94.217
16780,Louisiana,Output per worker,Index (2012=100),2017,95.813
16781,Louisiana,Output per worker,Index (2012=100),2018,95.948
16782,Louisiana,Output per worker,Index (2012=100),2019,96.316
16783,Louisiana,Output per worker,Index (2012=100),2020,98.044
16784,Louisiana,Output per worker,Index (2012=100),2021,97.735
16785,Maine,Output per worker,Index (2012=100),2007,97.554
16786,Maine,Output per worker,Index (2012=100),2008,97.916
16787,Maine,Output per worker,Index (2012=100),2009,98.731
16788,Maine,Output per worker,Index (2012=100),2010,101.623
16789,Maine,Output per worker,Index (2012=100),2011,101.135
16790,Maine,Output per worker,Index (2012=100),2012,100.000
16791,Maine,Output per worker,Index (2012=100),2013,98.390
16792,Maine,Output per worker,Index (2012=100),2014,100.446
16793,Maine,Output per worker,Index (2012=100),2015,98.153
16794,Maine,Output per worker,Index (2012=100),2016,98.690
16795,Maine,Output per worker,Index (2012=100),2017,100.817
16796,Maine,Output per worker,Index (2012=100),2018,104.435
16797,Maine,Output per worker,Index (2012=100),2019,106.624
16798,Maine,Output per worker,Index (2012=100),2020,110.845
16799,Maine,Output per worker,Index (2012=100),2021,113.022
16800,Maryland,Output per worker,Index (2012=100),2007,90.243
16801,Maryland,Output per worker,Index (2012=100),2008,91.914
16802,Maryland,Output per worker,Index (2012=100),2009,94.244
16803,Maryland,Output per worker,Index (2012=100),2010,100.322
16804,Maryland,Output per worker,Index (2012=100),2011,100.567
16805,Maryland,Output per worker,Index (2012=100),2012,100.000
16806,Maryland,Output per worker,Index (2012=100),2013,99.825
16807,Maryland,Output per worker,Index (2012=100),2014,101.738
16808,Maryland,Output per worker,Index (2012=100),2015,104.055
16809,Maryland,Output per worker,Index (2012=100),2016,107.331
16810,Maryland,Output per worker,Index (2012=100),2017,106.831
16811,Maryland,Output per worker,Index (2012=100),2018,106.072
16812,Maryland,Output per worker,Index (2012=100),2019,106.210
16813,Maryland,Output per worker,Index (2012=100),2020,108.097
16814,Maryland,Output per worker,Index (2012=100),2021,108.638
16815,Massachusetts,Output per worker,Index (2012=100),2007,91.603
16816,Massachusetts,Output per worker,Index (2012=100),2008,92.179
16817,Massachusetts,Output per worker,Index (2012=100),2009,94.196
16818,Massachusetts,Output per worker,Index (2012=100),2010,98.594
16819,Massachusetts,Output per worker,Index (2012=100),2011,98.447
16820,Massachusetts,Output per worker,Index (2012=100),2012,100.000
16821,Massachusetts,Output per worker,Index (2012=100),2013,100.370
16822,Massachusetts,Output per worker,Index (2012=100),2014,100.068
16823,Massachusetts,Output per worker,Index (2012=100),2015,103.648
16824,Massachusetts,Output per worker,Index (2012=100),2016,103.625
16825,Massachusetts,Output per worker,Index (2012=100),2017,103.916
16826,Massachusetts,Output per worker,Index (2012=100),2018,107.287
16827,Massachusetts,Output per worker,Index (2012=100),2019,108.899
16828,Massachusetts,Output per worker,Index (2012=100),2020,115.838
16829,Massachusetts,Output per worker,Index (2012=100),2021,119.075
16830,Michigan,Output per worker,Index (2012=100),2007,97.745
16831,Michigan,Output per worker,Index (2012=100),2008,94.062
16832,Michigan,Output per worker,Index (2012=100),2009,91.406
16833,Michigan,Output per worker,Index (2012=100),2010,97.843
16834,Michigan,Output per worker,Index (2012=100),2011,98.583
16835,Michigan,Output per worker,Index (2012=100),2012,100.000
16836,Michigan,Output per worker,Index (2012=100),2013,99.376
16837,Michigan,Output per worker,Index (2012=100),2014,100.022
16838,Michigan,Output per worker,Index (2012=100),2015,99.537
16839,Michigan,Output per worker,Index (2012=100),2016,99.914
16840,Michigan,Output per worker,Index (2012=100),2017,100.564
16841,Michigan,Output per worker,Index (2012=100),2018,101.839
16842,Michigan,Output per worker,Index (2012=100),2019,101.569
16843,Michigan,Output per worker,Index (2012=100),2020,105.604
16844,Michigan,Output per worker,Index (2012=100),2021,108.900
16845,Minnesota,Output per worker,Index (2012=100),2007,93.277
16846,Minnesota,Output per worker,Index (2012=100),2008,93.868
16847,Minnesota,Output per worker,Index (2012=100),2009,94.153
16848,Minnesota,Output per worker,Index (2012=100),2010,98.918
16849,Minnesota,Output per worker,Index (2012=100),2011,100.157
16850,Minnesota,Output per worker,Index (2012=100),2012,100.000
16851,Minnesota,Output per worker,Index (2012=100),2013,101.930
16852,Minnesota,Output per worker,Index (2012=100),2014,103.932
16853,Minnesota,Output per worker,Index (2012=100),2015,103.300
16854,Minnesota,Output per worker,Index (2012=100),2016,104.242
16855,Minnesota,Output per worker,Index (2012=100),2017,104.375
16856,Minnesota,Output per worker,Index (2012=100),2018,107.114
16857,Minnesota,Output per worker,Index (2012=100),2019,106.184
16858,Minnesota,Output per worker,Index (2012=100),2020,107.998
16859,Minnesota,Output per worker,Index (2012=100),2021,113.387
