,Unnamed: 0_x,State,Median AQI,year,Unnamed: 0_y,Area,Measure,Units,Year,Value
5904,1132,South Dakota,32.1,2018,8876,South Dakota,Hours worked,Index (2012=100),2018,101.240
5905,1132,South Dakota,32.1,2018,9701,South Dakota,Employment,Index (2012=100),2018,105.065
5906,1132,South Dakota,32.1,2018,15476,South Dakota,Labor productivity,Index (2012=100),2018,103.800
5908,1132,South Dakota,32.1,2018,17126,South Dakota,Output per worker,Index (2012=100),2018,100.021
5910,1133,Tennessee,35.3,2018,641,Tennessee,Hours worked,Millions of hours,2018,"4,887.553"
5912,1133,Tennessee,35.3,2018,2291,Tennessee,Employment,Thousands of jobs,2018,2873.5
5914,1133,Tennessee,35.3,2018,8891,Tennessee,Hours worked,Index (2012=100),2018,114.927
5915,1133,Tennessee,35.3,2018,9716,Tennessee,Employment,Index (2012=100),2018,115.458
5916,1133,Tennessee,35.3,2018,15491,Tennessee,Labor productivity,Index (2012=100),2018,100.105
5918,1133,Tennessee,35.3,2018,17141,Tennessee,Output per worker,Index (2012=100),2018,99.645
5920,1134,Texas,36.2,2018,656,Texas,Hours worked,Millions of hours,2018,"20,092.394"
5922,1134,Texas,36.2,2018,2306,Texas,Employment,Thousands of jobs,2018,11535.4
5924,1134,Texas,36.2,2018,8906,Texas,Hours worked,Index (2012=100),2018,114.537
5925,1134,Texas,36.2,2018,9731,Texas,Employment,Index (2012=100),2018,115.558
5926,1134,Texas,36.2,2018,15506,Texas,Labor productivity,Index (2012=100),2018,107.840
5928,1134,Texas,36.2,2018,17156,Texas,Output per worker,Index (2012=100),2018,106.888
5930,1135,Utah,44.3,2018,671,Utah,Hours worked,Millions of hours,2018,"2,258.249"
5932,1135,Utah,44.3,2018,2321,Utah,Employment,Thousands of jobs,2018,1354.1
5934,1135,Utah,44.3,2018,8921,Utah,Hours worked,Index (2012=100),2018,122.344
5935,1135,Utah,44.3,2018,9746,Utah,Employment,Index (2012=100),2018,122.943
5936,1135,Utah,44.3,2018,15521,Utah,Labor productivity,Index (2012=100),2018,106.759
5938,1135,Utah,44.3,2018,17171,Utah,Output per worker,Index (2012=100),2018,106.239
5940,1136,Vermont,29.8,2018,686,Vermont,Hours worked,Millions of hours,2018,468.642
5942,1136,Vermont,29.8,2018,2336,Vermont,Employment,Thousands of jobs,2018,292.4
5944,1136,Vermont,29.8,2018,8936,Vermont,Hours worked,Index (2012=100),2018,100.849
5945,1136,Vermont,29.8,2018,9761,Vermont,Employment,Index (2012=100),2018,102.212
5946,1136,Vermont,29.8,2018,15536,Vermont,Labor productivity,Index (2012=100),2018,102.202
5948,1136,Vermont,29.8,2018,17186,Vermont,Output per worker,Index (2012=100),2018,100.840
5950,1138,Virginia,30.2,2018,701,Virginia,Hours worked,Millions of hours,2018,"5,888.524"
5952,1138,Virginia,30.2,2018,2351,Virginia,Employment,Thousands of jobs,2018,3527.9
5954,1138,Virginia,30.2,2018,8951,Virginia,Hours worked,Index (2012=100),2018,106.848
5955,1138,Virginia,30.2,2018,9776,Virginia,Employment,Index (2012=100),2018,108.151
5956,1138,Virginia,30.2,2018,15551,Virginia,Labor productivity,Index (2012=100),2018,103.026
5958,1138,Virginia,30.2,2018,17201,Virginia,Output per worker,Index (2012=100),2018,101.785
5960,1139,Washington,25.7,2018,716,Washington,Hours worked,Millions of hours,2018,"5,111.986"
5962,1139,Washington,25.7,2018,2366,Washington,Employment,Thousands of jobs,2018,3071.1
5964,1139,Washington,25.7,2018,8966,Washington,Hours worked,Index (2012=100),2018,116.530
5965,1139,Washington,25.7,2018,9791,Washington,Employment,Index (2012=100),2018,115.769
5966,1139,Washington,25.7,2018,15566,Washington,Labor productivity,Index (2012=100),2018,114.938
5968,1139,Washington,25.7,2018,17216,Washington,Output per worker,Index (2012=100),2018,115.693
5970,1140,West Virginia,33.7,2018,731,West Virginia,Hours worked,Millions of hours,2018,"1,037.251"
5972,1140,West Virginia,33.7,2018,2381,West Virginia,Employment,Thousands of jobs,2018,611.8
5974,1140,West Virginia,33.7,2018,8981,West Virginia,Hours worked,Index (2012=100),2018,100.433
5975,1140,West Virginia,33.7,2018,9806,West Virginia,Employment,Index (2012=100),2018,98.911
5976,1140,West Virginia,33.7,2018,15581,West Virginia,Labor productivity,Index (2012=100),2018,107.180
5978,1140,West Virginia,33.7,2018,17231,West Virginia,Output per worker,Index (2012=100),2018,108.830
5980,1141,Wisconsin,39.3,2018,746,Wisconsin,Hours worked,Millions of hours,2018,"4,455.838"
5982,1141,Wisconsin,39.3,2018,2396,Wisconsin,Employment,Thousands of jobs,2018,2757.5
5984,1141,Wisconsin,39.3,2018,8996,Wisconsin,Hours worked,Index (2012=100),2018,109.209
5985,1141,Wisconsin,39.3,2018,9821,Wisconsin,Employment,Index (2012=100),2018,109.035
5986,1141,Wisconsin,39.3,2018,15596,Wisconsin,Labor productivity,Index (2012=100),2018,102.038
5988,1141,Wisconsin,39.3,2018,17246,Wisconsin,Output per worker,Index (2012=100),2018,102.201
5990,1142,Wyoming,39.6,2018,761,Wyoming,Hours worked,Millions of hours,2018,396.962
5992,1142,Wyoming,39.6,2018,2411,Wyoming,Employment,Thousands of jobs,2018,235.9
5994,1142,Wyoming,39.6,2018,9011,Wyoming,Hours worked,Index (2012=100),2018,94.359
5995,1142,Wyoming,39.6,2018,9836,Wyoming,Employment,Index (2012=100),2018,98.152
5996,1142,Wyoming,39.6,2018,15611,Wyoming,Labor productivity,Index (2012=100),2018,102.089
5998,1142,Wyoming,39.6,2018,17261,Wyoming,Output per worker,Index (2012=100),2018,98.144
6000,1143,Alabama,39.2,2019,12,Alabama,Hours worked,Millions of hours,2019,"3,048.612"
6002,1143,Alabama,39.2,2019,1662,Alabama,Employment,Thousands of jobs,2019,1800.0
6004,1143,Alabama,39.2,2019,8262,Alabama,Hours worked,Index (2012=100),2019,107.601
6005,1143,Alabama,39.2,2019,9087,Alabama,Employment,Index (2012=100),2019,110.136
6006,1143,Alabama,39.2,2019,14862,Alabama,Labor productivity,Index (2012=100),2019,101.810
6008,1143,Alabama,39.2,2019,16512,Alabama,Output per worker,Index (2012=100),2019,99.467
6010,1144,Alaska,19.2,2019,27,Alaska,Hours worked,Millions of hours,2019,478.570
6012,1144,Alaska,19.2,2019,1677,Alaska,Employment,Thousands of jobs,2019,281.3
6014,1144,Alaska,19.2,2019,8277,Alaska,Hours worked,Index (2012=100),2019,99.214
6015,1144,Alaska,19.2,2019,9102,Alaska,Employment,Index (2012=100),2019,100.809
6016,1144,Alaska,19.2,2019,14877,Alaska,Labor productivity,Index (2012=100),2019,91.484
6018,1144,Alaska,19.2,2019,16527,Alaska,Output per worker,Index (2012=100),2019,90.036
6020,1145,Arizona,41.8,2019,42,Arizona,Hours worked,Millions of hours,2019,"4,619.904"
6022,1145,Arizona,41.8,2019,1692,Arizona,Employment,Thousands of jobs,2019,2757.7
6024,1145,Arizona,41.8,2019,8292,Arizona,Hours worked,Index (2012=100),2019,120.159
6025,1145,Arizona,41.8,2019,9117,Arizona,Employment,Index (2012=100),2019,121.238
6026,1145,Arizona,41.8,2019,14892,Arizona,Labor productivity,Index (2012=100),2019,102.817
6028,1145,Arizona,41.8,2019,16542,Arizona,Output per worker,Index (2012=100),2019,101.902
6030,1146,Arkansas,36.2,2019,57,Arkansas,Hours worked,Millions of hours,2019,"1,917.970"
6032,1146,Arkansas,36.2,2019,1707,Arkansas,Employment,Thousands of jobs,2019,1136.8
6034,1146,Arkansas,36.2,2019,8307,Arkansas,Hours worked,Index (2012=100),2019,109.144
6035,1146,Arkansas,36.2,2019,9132,Arkansas,Employment,Index (2012=100),2019,109.300
6036,1146,Arkansas,36.2,2019,14907,Arkansas,Labor productivity,Index (2012=100),2019,101.068
6038,1146,Arkansas,36.2,2019,16557,Arkansas,Output per worker,Index (2012=100),2019,100.924
6040,1147,California,43.8,2019,72,California,Hours worked,Millions of hours,2019,"27,479.218"
6042,1147,California,43.8,2019,1722,California,Employment,Thousands of jobs,2019,16593.6
6044,1147,California,43.8,2019,8322,California,Hours worked,Index (2012=100),2019,117.695
6045,1147,California,43.8,2019,9147,California,Employment,Index (2012=100),2019,117.505
6046,1147,California,43.8,2019,14922,California,Labor productivity,Index (2012=100),2019,114.943
6048,1147,California,43.8,2019,16572,California,Output per worker,Index (2012=100),2019,115.129
6050,1148,Colorado,34.1,2019,87,Colorado,Hours worked,Millions of hours,2019,"4,072.495"
6052,1148,Colorado,34.1,2019,1737,Colorado,Employment,Thousands of jobs,2019,2542.8
6054,1148,Colorado,34.1,2019,8337,Colorado,Hours worked,Index (2012=100),2019,114.818
6055,1148,Colorado,34.1,2019,9162,Colorado,Employment,Index (2012=100),2019,120.162
6056,1148,Colorado,34.1,2019,14937,Colorado,Labor productivity,Index (2012=100),2019,115.270
6058,1148,Colorado,34.1,2019,16587,Colorado,Output per worker,Index (2012=100),2019,110.143
6060,1149,Connecticut,39.5,2019,102,Connecticut,Hours worked,Millions of hours,2019,"2,572.339"
6062,1149,Connecticut,39.5,2019,1752,Connecticut,Employment,Thousands of jobs,2019,1590.8
6064,1149,Connecticut,39.5,2019,8352,Connecticut,Hours worked,Index (2012=100),2019,101.823
6065,1149,Connecticut,39.5,2019,9177,Connecticut,Employment,Index (2012=100),2019,103.411
6066,1149,Connecticut,39.5,2019,14952,Connecticut,Labor productivity,Index (2012=100),2019,105.070
6068,1149,Connecticut,39.5,2019,16602,Connecticut,Output per worker,Index (2012=100),2019,103.457
6070,1151,Delaware,42.3,2019,117,Delaware,Hours worked,Millions of hours,2019,667.867
6072,1151,Delaware,42.3,2019,1767,Delaware,Employment,Thousands of jobs,2019,421.6
6074,1151,Delaware,42.3,2019,8367,Delaware,Hours worked,Index (2012=100),2019,110.199
6075,1151,Delaware,42.3,2019,9192,Delaware,Employment,Index (2012=100),2019,110.883
6076,1151,Delaware,42.3,2019,14967,Delaware,Labor productivity,Index (2012=100),2019,93.508
6078,1151,Delaware,42.3,2019,16617,Delaware,Output per worker,Index (2012=100),2019,92.932
6080,1153,Florida,35.8,2019,147,Florida,Hours worked,Millions of hours,2019,"14,012.725"
6082,1153,Florida,35.8,2019,1797,Florida,Employment,Thousands of jobs,2019,8437.7
6084,1153,Florida,35.8,2019,8397,Florida,Hours worked,Index (2012=100),2019,123.601
6085,1153,Florida,35.8,2019,9222,Florida,Employment,Index (2012=100),2019,123.735
6086,1153,Florida,35.8,2019,14997,Florida,Labor productivity,Index (2012=100),2019,105.252
6088,1153,Florida,35.8,2019,16647,Florida,Output per worker,Index (2012=100),2019,105.138
6090,1154,Georgia,38.6,2019,162,Georgia,Hours worked,Millions of hours,2019,"7,041.943"
6092,1154,Georgia,38.6,2019,1812,Georgia,Employment,Thousands of jobs,2019,4196.1
6094,1154,Georgia,38.6,2019,8412,Georgia,Hours worked,Index (2012=100),2019,116.997
6095,1154,Georgia,38.6,2019,9237,Georgia,Employment,Index (2012=100),2019,118.210
6096,1154,Georgia,38.6,2019,15012,Georgia,Labor productivity,Index (2012=100),2019,110.981
6098,1154,Georgia,38.6,2019,16662,Georgia,Output per worker,Index (2012=100),2019,109.842
6100,1155,Hawaii,17.8,2019,177,Hawaii,Hours worked,Millions of hours,2019,920.187
6102,1155,Hawaii,17.8,2019,1827,Hawaii,Employment,Thousands of jobs,2019,579.0
6104,1155,Hawaii,17.8,2019,8427,Hawaii,Hours worked,Index (2012=100),2019,103.793
6105,1155,Hawaii,17.8,2019,9252,Hawaii,Employment,Index (2012=100),2019,108.451
6106,1155,Hawaii,17.8,2019,15027,Hawaii,Labor productivity,Index (2012=100),2019,111.724
6108,1155,Hawaii,17.8,2019,16677,Hawaii,Output per worker,Index (2012=100),2019,106.925
6110,1156,Idaho,24.4,2019,192,Idaho,Hours worked,Millions of hours,2019,"1,123.900"
6112,1156,Idaho,24.4,2019,1842,Idaho,Employment,Thousands of jobs,2019,695.5
6114,1156,Idaho,24.4,2019,8442,Idaho,Hours worked,Index (2012=100),2019,122.941
6115,1156,Idaho,24.4,2019,9267,Idaho,Employment,Index (2012=100),2019,122.277
6116,1156,Idaho,24.4,2019,15042,Idaho,Labor productivity,Index (2012=100),2019,105.818
6118,1156,Idaho,24.4,2019,16692,Idaho,Output per worker,Index (2012=100),2019,106.393
6120,1157,Illinois,41.5,2019,207,Illinois,Hours worked,Millions of hours,2019,"9,145.810"
6122,1157,Illinois,41.5,2019,1857,Illinois,Employment,Thousands of jobs,2019,5603.4
6124,1157,Illinois,41.5,2019,8457,Illinois,Hours worked,Index (2012=100),2019,104.562
6125,1157,Illinois,41.5,2019,9282,Illinois,Employment,Index (2012=100),2019,107.027
6126,1157,Illinois,41.5,2019,15057,Illinois,Labor productivity,Index (2012=100),2019,104.536
6128,1157,Illinois,41.5,2019,16707,Illinois,Output per worker,Index (2012=100),2019,102.128
6130,1158,Indiana,37.1,2019,222,Indiana,Hours worked,Millions of hours,2019,"4,864.128"
6132,1158,Indiana,37.1,2019,1872,Indiana,Employment,Thousands of jobs,2019,2889.1
6134,1158,Indiana,37.1,2019,8472,Indiana,Hours worked,Index (2012=100),2019,111.975
6135,1158,Indiana,37.1,2019,9297,Indiana,Employment,Index (2012=100),2019,111.773
6136,1158,Indiana,37.1,2019,15072,Indiana,Labor productivity,Index (2012=100),2019,101.708
6138,1158,Indiana,37.1,2019,16722,Indiana,Output per worker,Index (2012=100),2019,101.891
6140,1159,Iowa,34.4,2019,237,Iowa,Hours worked,Millions of hours,2019,"2,378.999"
6142,1159,Iowa,34.4,2019,1887,Iowa,Employment,Thousands of jobs,2019,1433.6
6144,1159,Iowa,34.4,2019,8487,Iowa,Hours worked,Index (2012=100),2019,105.371
6145,1159,Iowa,34.4,2019,9312,Iowa,Employment,Index (2012=100),2019,105.198
6146,1159,Iowa,34.4,2019,15087,Iowa,Labor productivity,Index (2012=100),2019,104.375
6148,1159,Iowa,34.4,2019,16737,Iowa,Output per worker,Index (2012=100),2019,104.546
6150,1160,Kansas,32.0,2019,252,Kansas,Hours worked,Millions of hours,2019,"2,057.674"
6152,1160,Kansas,32.0,2019,1902,Kansas,Employment,Thousands of jobs,2019,1248.9
6154,1160,Kansas,32.0,2019,8502,Kansas,Hours worked,Index (2012=100),2019,102.477
6155,1160,Kansas,32.0,2019,9327,Kansas,Employment,Index (2012=100),2019,104.246
6156,1160,Kansas,32.0,2019,15102,Kansas,Labor productivity,Index (2012=100),2019,114.013
6158,1160,Kansas,32.0,2019,16752,Kansas,Output per worker,Index (2012=100),2019,112.079
6160,1161,Kentucky,40.2,2019,267,Kentucky,Hours worked,Millions of hours,2019,"2,917.108"
6162,1161,Kentucky,40.2,2019,1917,Kentucky,Employment,Thousands of jobs,2019,1724.4
6164,1161,Kentucky,40.2,2019,8517,Kentucky,Hours worked,Index (2012=100),2019,109.251
6165,1161,Kentucky,40.2,2019,9342,Kentucky,Employment,Index (2012=100),2019,108.268
6166,1161,Kentucky,40.2,2019,15117,Kentucky,Labor productivity,Index (2012=100),2019,101.167
6168,1161,Kentucky,40.2,2019,16767,Kentucky,Output per worker,Index (2012=100),2019,102.085
6170,1162,Louisiana,35.8,2019,282,Louisiana,Hours worked,Millions of hours,2019,"3,121.591"
6172,1162,Louisiana,35.8,2019,1932,Louisiana,Employment,Thousands of jobs,2019,1798.5
6174,1162,Louisiana,35.8,2019,8532,Louisiana,Hours worked,Index (2012=100),2019,104.906
6175,1162,Louisiana,35.8,2019,9357,Louisiana,Employment,Index (2012=100),2019,105.467
6176,1162,Louisiana,35.8,2019,15132,Louisiana,Labor productivity,Index (2012=100),2019,96.831
6178,1162,Louisiana,35.8,2019,16782,Louisiana,Output per worker,Index (2012=100),2019,96.316
6180,1163,Maine,33.7,2019,297,Maine,Hours worked,Millions of hours,2019,983.205
6182,1163,Maine,33.7,2019,1947,Maine,Employment,Thousands of jobs,2019,603.2
6184,1163,Maine,33.7,2019,8547,Maine,Hours worked,Index (2012=100),2019,106.306
6185,1163,Maine,33.7,2019,9372,Maine,Employment,Index (2012=100),2019,106.849
6186,1163,Maine,33.7,2019,15147,Maine,Labor productivity,Index (2012=100),2019,107.169
6188,1163,Maine,33.7,2019,16797,Maine,Output per worker,Index (2012=100),2019,106.624
6190,1164,Maryland,40.6,2019,312,Maryland,Hours worked,Millions of hours,2019,"3,982.463"
6192,1164,Maryland,40.6,2019,1962,Maryland,Employment,Thousands of jobs,2019,2425.8
6194,1164,Maryland,40.6,2019,8562,Maryland,Hours worked,Index (2012=100),2019,108.773
6195,1164,Maryland,40.6,2019,9387,Maryland,Employment,Index (2012=100),2019,108.419
6196,1164,Maryland,40.6,2019,15162,Maryland,Labor productivity,Index (2012=100),2019,105.864
6198,1164,Maryland,40.6,2019,16812,Maryland,Output per worker,Index (2012=100),2019,106.210
6200,1165,Massachusetts,37.5,2019,327,Massachusetts,Hours worked,Millions of hours,2019,"5,535.658"
6202,1165,Massachusetts,37.5,2019,1977,Massachusetts,Employment,Thousands of jobs,2019,3476.0
6204,1165,Massachusetts,37.5,2019,8577,Massachusetts,Hours worked,Index (2012=100),2019,110.749
6205,1165,Massachusetts,37.5,2019,9402,Massachusetts,Employment,Index (2012=100),2019,110.316
6206,1165,Massachusetts,37.5,2019,15177,Massachusetts,Labor productivity,Index (2012=100),2019,108.473
6208,1165,Massachusetts,37.5,2019,16827,Massachusetts,Output per worker,Index (2012=100),2019,108.899
6210,1166,Michigan,34.8,2019,342,Michigan,Hours worked,Millions of hours,2019,"6,697.477"
6212,1166,Michigan,34.8,2019,1992,Michigan,Employment,Thousands of jobs,2019,4069.4
6214,1166,Michigan,34.8,2019,8592,Michigan,Hours worked,Index (2012=100),2019,110.945
6215,1166,Michigan,34.8,2019,9417,Michigan,Employment,Index (2012=100),2019,111.394
6216,1166,Michigan,34.8,2019,15192,Michigan,Labor productivity,Index (2012=100),2019,101.980
6218,1166,Michigan,34.8,2019,16842,Michigan,Output per worker,Index (2012=100),2019,101.569
6220,1167,Minnesota,29.5,2019,357,Minnesota,Hours worked,Millions of hours,2019,"4,437.054"
6222,1167,Minnesota,29.5,2019,2007,Minnesota,Employment,Thousands of jobs,2019,2748.5
6224,1167,Minnesota,29.5,2019,8607,Minnesota,Hours worked,Index (2012=100),2019,111.056
6225,1167,Minnesota,29.5,2019,9432,Minnesota,Employment,Index (2012=100),2019,110.894
6226,1167,Minnesota,29.5,2019,15207,Minnesota,Labor productivity,Index (2012=100),2019,106.030
6228,1167,Minnesota,29.5,2019,16857,Minnesota,Output per worker,Index (2012=100),2019,106.184
6230,1168,Mississippi,38.6,2019,372,Mississippi,Hours worked,Millions of hours,2019,"1,673.897"
6232,1168,Mississippi,38.6,2019,2022,Mississippi,Employment,Thousands of jobs,2019,992.6
6234,1168,Mississippi,38.6,2019,8622,Mississippi,Hours worked,Index (2012=100),2019,104.535
6235,1168,Mississippi,38.6,2019,9447,Mississippi,Employment,Index (2012=100),2019,106.829
6236,1168,Mississippi,38.6,2019,15222,Mississippi,Labor productivity,Index (2012=100),2019,96.814
6238,1168,Mississippi,38.6,2019,16872,Mississippi,Output per worker,Index (2012=100),2019,94.736
6240,1169,Missouri,37.6,2019,387,Missouri,Hours worked,Millions of hours,2019,"4,320.882"
6242,1169,Missouri,37.6,2019,2037,Missouri,Employment,Thousands of jobs,2019,2684.0
6244,1169,Missouri,37.6,2019,8637,Missouri,Hours worked,Index (2012=100),2019,106.606
6245,1169,Missouri,37.6,2019,9462,Missouri,Employment,Index (2012=100),2019,110.088
6246,1169,Missouri,37.6,2019,15237,Missouri,Labor productivity,Index (2012=100),2019,101.708
6248,1169,Missouri,37.6,2019,16887,Missouri,Output per worker,Index (2012=100),2019,98.491
6250,1170,Montana,26.4,2019,402,Montana,Hours worked,Millions of hours,2019,691.991
6252,1170,Montana,26.4,2019,2052,Montana,Employment,Thousands of jobs,2019,434.9
6254,1170,Montana,26.4,2019,8652,Montana,Hours worked,Index (2012=100),2019,107.644
6255,1170,Montana,26.4,2019,9477,Montana,Employment,Index (2012=100),2019,108.467
6256,1170,Montana,26.4,2019,15252,Montana,Labor productivity,Index (2012=100),2019,104.011
6258,1170,Montana,26.4,2019,16902,Montana,Output per worker,Index (2012=100),2019,103.222
6260,1171,Nebraska,24.9,2019,417,Nebraska,Hours worked,Millions of hours,2019,"1,486.284"
6262,1171,Nebraska,24.9,2019,2067,Nebraska,Employment,Thousands of jobs,2019,916.7
6264,1171,Nebraska,24.9,2019,8667,Nebraska,Hours worked,Index (2012=100),2019,103.794
6265,1171,Nebraska,24.9,2019,9492,Nebraska,Employment,Index (2012=100),2019,105.217
6266,1171,Nebraska,24.9,2019,15267,Nebraska,Labor productivity,Index (2012=100),2019,112.625
6268,1171,Nebraska,24.9,2019,16917,Nebraska,Output per worker,Index (2012=100),2019,111.102
6270,1172,Nevada,34.0,2019,432,Nevada,Hours worked,Millions of hours,2019,"2,255.189"
6272,1172,Nevada,34.0,2019,2082,Nevada,Employment,Thousands of jobs,2019,1342.3
6274,1172,Nevada,34.0,2019,8682,Nevada,Hours worked,Index (2012=100),2019,127.918
6275,1172,Nevada,34.0,2019,9507,Nevada,Employment,Index (2012=100),2019,126.327
6276,1172,Nevada,34.0,2019,15282,Nevada,Labor productivity,Index (2012=100),2019,96.319
6278,1172,Nevada,34.0,2019,16932,Nevada,Output per worker,Index (2012=100),2019,97.532
6280,1173,New Hampshire,35.4,2019,447,New Hampshire,Hours worked,Millions of hours,2019,"1,044.246"
6282,1173,New Hampshire,35.4,2019,2097,New Hampshire,Employment,Thousands of jobs,2019,649.0
6284,1173,New Hampshire,35.4,2019,8697,New Hampshire,Hours worked,Index (2012=100),2019,108.696
6285,1173,New Hampshire,35.4,2019,9522,New Hampshire,Employment,Index (2012=100),2019,108.281
6286,1173,New Hampshire,35.4,2019,15297,New Hampshire,Labor productivity,Index (2012=100),2019,108.720
6288,1173,New Hampshire,35.4,2019,16947,New Hampshire,Output per worker,Index (2012=100),2019,109.136
6290,1174,New Jersey,39.4,2019,462,New Jersey,Hours worked,Millions of hours,2019,"6,217.886"
6292,1174,New Jersey,39.4,2019,2112,New Jersey,Employment,Thousands of jobs,2019,3788.9
6294,1174,New Jersey,39.4,2019,8712,New Jersey,Hours worked,Index (2012=100),2019,109.198
6295,1174,New Jersey,39.4,2019,9537,New Jersey,Employment,Index (2012=100),2019,108.458
6296,1174,New Jersey,39.4,2019,15312,New Jersey,Labor productivity,Index (2012=100),2019,102.934
6298,1174,New Jersey,39.4,2019,16962,New Jersey,Output per worker,Index (2012=100),2019,103.637
6300,1175,New Mexico,31.2,2019,477,New Mexico,Hours worked,Millions of hours,2019,"1,188.040"
6302,1175,New Mexico,31.2,2019,2127,New Mexico,Employment,Thousands of jobs,2019,728.9
6304,1175,New Mexico,31.2,2019,8727,New Mexico,Hours worked,Index (2012=100),2019,104.941
6305,1175,New Mexico,31.2,2019,9552,New Mexico,Employment,Index (2012=100),2019,107.559
6306,1175,New Mexico,31.2,2019,15327,New Mexico,Labor productivity,Index (2012=100),2019,107.861
6308,1175,New Mexico,31.2,2019,16977,New Mexico,Output per worker,Index (2012=100),2019,105.236
6310,1176,New York,34.7,2019,492,New York,Hours worked,Millions of hours,2019,"13,983.802"
6312,1176,New York,34.7,2019,2142,New York,Employment,Thousands of jobs,2019,8811.9
6314,1176,New York,34.7,2019,8742,New York,Hours worked,Index (2012=100),2019,108.805
6315,1176,New York,34.7,2019,9567,New York,Employment,Index (2012=100),2019,112.482
6316,1176,New York,34.7,2019,15342,New York,Labor productivity,Index (2012=100),2019,105.474
6318,1176,New York,34.7,2019,16992,New York,Output per worker,Index (2012=100),2019,102.025
6320,1177,North Carolina,38.9,2019,507,North Carolina,Hours worked,Millions of hours,2019,"6,913.039"
6322,1177,North Carolina,38.9,2019,2157,North Carolina,Employment,Thousands of jobs,2019,4159.6
6324,1177,North Carolina,38.9,2019,8757,North Carolina,Hours worked,Index (2012=100),2019,115.685
6325,1177,North Carolina,38.9,2019,9582,North Carolina,Employment,Index (2012=100),2019,116.642
6326,1177,North Carolina,38.9,2019,15357,North Carolina,Labor productivity,Index (2012=100),2019,103.011
6328,1177,North Carolina,38.9,2019,17007,North Carolina,Output per worker,Index (2012=100),2019,102.165
6330,1178,North Dakota,32.7,2019,522,North Dakota,Hours worked,Millions of hours,2019,646.257
6332,1178,North Dakota,32.7,2019,2172,North Dakota,Employment,Thousands of jobs,2019,380.2
6334,1178,North Dakota,32.7,2019,8772,North Dakota,Hours worked,Index (2012=100),2019,100.735
6335,1178,North Dakota,32.7,2019,9597,North Dakota,Employment,Index (2012=100),2019,100.951
6336,1178,North Dakota,32.7,2019,15372,North Dakota,Labor productivity,Index (2012=100),2019,112.065
6338,1178,North Dakota,32.7,2019,17022,North Dakota,Output per worker,Index (2012=100),2019,111.826
6340,1179,Ohio,37.5,2019,537,Ohio,Hours worked,Millions of hours,2019,"8,358.070"
6342,1179,Ohio,37.5,2019,2187,Ohio,Employment,Thousands of jobs,2019,5109.7
6344,1179,Ohio,37.5,2019,8787,Ohio,Hours worked,Index (2012=100),2019,106.576
6345,1179,Ohio,37.5,2019,9612,Ohio,Employment,Index (2012=100),2019,107.205
6346,1179,Ohio,37.5,2019,15387,Ohio,Labor productivity,Index (2012=100),2019,108.027
6348,1179,Ohio,37.5,2019,17037,Ohio,Output per worker,Index (2012=100),2019,107.394
6350,1180,Oklahoma,36.2,2019,552,Oklahoma,Hours worked,Millions of hours,2019,"2,539.596"
6352,1180,Oklahoma,36.2,2019,2202,Oklahoma,Employment,Thousands of jobs,2019,1478.6
6354,1180,Oklahoma,36.2,2019,8802,Oklahoma,Hours worked,Index (2012=100),2019,106.963
6355,1180,Oklahoma,36.2,2019,9627,Oklahoma,Employment,Index (2012=100),2019,107.258
6356,1180,Oklahoma,36.2,2019,15402,Oklahoma,Labor productivity,Index (2012=100),2019,110.231
6358,1180,Oklahoma,36.2,2019,17052,Oklahoma,Output per worker,Index (2012=100),2019,109.927
6360,1181,Oregon,26.7,2019,567,Oregon,Hours worked,Millions of hours,2019,"2,968.901"
6362,1181,Oregon,26.7,2019,2217,Oregon,Employment,Thousands of jobs,2019,1834.0
6364,1181,Oregon,26.7,2019,8817,Oregon,Hours worked,Index (2012=100),2019,119.209
6365,1181,Oregon,26.7,2019,9642,Oregon,Employment,Index (2012=100),2019,118.810
6366,1181,Oregon,26.7,2019,15417,Oregon,Labor productivity,Index (2012=100),2019,108.762
6368,1181,Oregon,26.7,2019,17067,Oregon,Output per worker,Index (2012=100),2019,109.127
6370,1182,Pennsylvania,38.4,2019,582,Pennsylvania,Hours worked,Millions of hours,2019,"9,422.189"
6372,1182,Pennsylvania,38.4,2019,2232,Pennsylvania,Employment,Thousands of jobs,2019,5748.7
6374,1182,Pennsylvania,38.4,2019,8832,Pennsylvania,Hours worked,Index (2012=100),2019,110.011
6375,1182,Pennsylvania,38.4,2019,9657,Pennsylvania,Employment,Index (2012=100),2019,107.927
6376,1182,Pennsylvania,38.4,2019,15432,Pennsylvania,Labor productivity,Index (2012=100),2019,103.276
6378,1182,Pennsylvania,38.4,2019,17082,Pennsylvania,Output per worker,Index (2012=100),2019,105.271
6380,1184,Rhode Island,37.0,2019,597,Rhode Island,Hours worked,Millions of hours,2019,745.195
6382,1184,Rhode Island,37.0,2019,2247,Rhode Island,Employment,Thousands of jobs,2019,469.1
6384,1184,Rhode Island,37.0,2019,8847,Rhode Island,Hours worked,Index (2012=100),2019,107.104
6385,1184,Rhode Island,37.0,2019,9672,Rhode Island,Employment,Index (2012=100),2019,107.786
6386,1184,Rhode Island,37.0,2019,15447,Rhode Island,Labor productivity,Index (2012=100),2019,98.824
6388,1184,Rhode Island,37.0,2019,17097,Rhode Island,Output per worker,Index (2012=100),2019,98.199
